place_type,canonical_code,display_name,scope,count,source_count,source_values,note
SHOP,FLOWER_SHOP,꽃집,EXPOSED,1841,1,상가정보:꽃집,
SHOP,SPECIALTY_SHOP_OTHER,기타 전문소매,EXPOSED,2306,3,상가정보:그 외 기타 상품 전문 소매업 | 대규모점포:전문점 | TourAPI:쇼핑,
SHOP,SECONDHAND_SHOP,중고·빈티지샵,EXPOSED,1565,1,상가정보:중고 상품 소매업,
SHOP,HOUSEWARE_SHOP,주방·생활용품점,NOT_EXPOSED,1516,1,상가정보:주방/가정용품 소매업,
SHOP,FURNITURE_SHOP,가구점,NOT_EXPOSED,1479,1,상가정보:가구 소매업,
SHOP,OPTICAL_SHOP,안경점,NOT_EXPOSED,1442,1,상가정보:안경렌즈 소매업,
SHOP,BEDDING_SHOP,침구·커튼점,NOT_EXPOSED,1419,1,상가정보:침구류/커튼 소매업,
SHOP,SPORTS_GOODS_SHOP,운동용품점,EXPOSED,1398,1,상가정보:운동용품 소매업,
SHOP,PET_SHOP,애완동물점,EXPOSED,1347,1,상가정보:애완동물/애완용품 소매업,
SHOP,MENS_CLOTHING,남성의류점,EXPOSED,1285,1,상가정보:남성 의류 소매업,
SHOP,SHOE_SHOP,신발점,EXPOSED,1264,1,상가정보:신발 소매업,
SHOP,STATIONERY_SHOP,문구점,NOT_EXPOSED,1262,1,상가정보:문구/회화용품 소매업,
SHOP,FISH_SHOP,수산물점,NOT_EXPOSED,1260,1,상가정보:수산물 소매업,
SHOP,MEDICAL_SUPPLY_SHOP,의료기기점,NOT_EXPOSED,1201,1,상가정보:의료기기 소매업,
SHOP,LOTTERY_SHOP,복권판매점,NOT_EXPOSED,1150,1,상가정보:복권 발행/판매업,
SHOP,ELECTRONICS_SHOP,가전점,NOT_EXPOSED,1116,1,상가정보:가전제품 소매업,
SHOP,FUEL_SHOP,가정용 연료점,NOT_EXPOSED,985,1,상가정보:가정용 연료 소매업,
SHOP,AUTO_PARTS_SHOP,자동차부품점,NOT_EXPOSED,952,1,상가정보:자동차 부품 소매업,
SHOP,INTERIOR_MATERIAL_SHOP,인테리어자재점,NOT_EXPOSED,903,1,상가정보:벽지/장판/마루 소매업,
SHOP,LOCAL_CRAFT_SHOP,기념품·공예품점,EXPOSED,865,1,상가정보:기념품점,
SHOP,TOY_SHOP,장난감점,EXPOSED,862,1,상가정보:장난감 소매업,
SHOP,GENERAL_SHOP,기타 종합소매,EXPOSED,845,1,상가정보:그 외 기타 종합 소매업,
SHOP,ACCESSORY_SHOP,액세서리·잡화점,EXPOSED,829,1,상가정보:액세서리/잡화 소매업,
SHOP,LIGHTING_SHOP,조명·전기용품점,NOT_EXPOSED,786,1,상가정보:전기용품/조명장치 소매업,
SHOP,ART_SHOP,예술품·화방,EXPOSED,751,1,상가정보:예술품 소매업,
SHOP,TOBACCO_SHOP,담배점,NOT_EXPOSED,706,1,상가정보:담배/전자담배 소매업,
SHOP,DRIED_SEAFOOD_SHOP,건어물·젓갈점,REVIEW,705,1,상가정보:건어물/젓갈 소매업,전통시장 특산품 맥락
SHOP,COMPUTER_SHOP,컴퓨터점,NOT_EXPOSED,686,1,상가정보:컴퓨터/소프트웨어 소매업,
SHOP,KIDS_CLOTHING,아동의류점,EXPOSED,624,1,상가정보:유아용 의류 소매업,
SHOP,BOOKSTORE,서점,EXPOSED,612,1,상가정보:서점,
SHOP,BAG_SHOP,가방점,EXPOSED,601,1,상가정보:가방 소매업,
SHOP,FABRIC_SHOP,원단·섬유점,NOT_EXPOSED,549,1,상가정보:실/섬유제품 소매업,
SHOP,BICYCLE_SHOP,자전거점,EXPOSED,422,1,상가정보:자전거 소매업,
SHOP,TRADITIONAL_MARKET,전통시장,EXPOSED,497,3,대규모점포:시장 | 전통시장:상설장 | 전통시장:상설장+3일장 | 전통시장:상설장+4일장 | 전통시장:상설장+5일장 | TourAPI:쇼핑,
SHOP,MOTORCYCLE_SHOP,모터사이클점,NOT_EXPOSED,361,1,상가정보:모터사이클 및 부품 소매업,
SHOP,BUILDING_MATERIAL_OTHER,기타 건축자재점,NOT_EXPOSED,283,1,상가정보:기타 건설/건축자재 소매업,
SHOP,LARGE_STORE_OTHER,기타 대규모점포,EXPOSED,282,1,대규모점포:그 밖의 대규모점포,
SHOP,TIRE_SHOP,타이어점,NOT_EXPOSED,272,1,상가정보:타이어 소매업,
SHOP,LPG_STATION,가스충전소,REVIEW,258,1,상가정보:가스 충전소,여행 중 실사용 인프라
SHOP,HANBOK_SHOP,한복점,EXPOSED,231,1,상가정보:한복 소매업,
SHOP,BUILDING_MATERIAL_SHOP,건축자재점,NOT_EXPOSED,221,1,상가정보:건설/건축자재 소매업,
SHOP,BEVERAGE_SHOP,음료점,NOT_EXPOSED,205,1,상가정보:생수/음료 소매업,
SHOP,OFFICE_EQUIP_SHOP,사무기기점,NOT_EXPOSED,201,1,상가정보:사무기기 소매업,
SHOP,MUSIC_INSTRUMENT_SHOP,악기점,EXPOSED,182,1,상가정보:악기 소매업,
SHOP,GRAIN_SHOP,곡물점,NOT_EXPOSED,125,1,상가정보:곡물/곡분 소매업,
SHOP,FEED_SHOP,사료점,NOT_EXPOSED,116,1,상가정보:가축 사료 소매업,
SHOP,LARGE_MART,대형마트,EXPOSED,197,2,대규모점포:대형마트 | TourAPI:쇼핑,
SHOP,UNRESOLVED_RETAIL,미확정(대규모점포),UNRESOLVED,91,1,대규모점포:구분없음,
SHOP,WIG_SHOP,가발점,NOT_EXPOSED,86,1,상가정보:가발 소매업,
SHOP,LIQUOR_SHOP,주류점,REVIEW,86,1,상가정보:주류 소매업,전통주 판매점 맥락
SHOP,SHOPPING_MALL,복합쇼핑몰,EXPOSED,50,2,대규모점포:복합쇼핑몰 | TourAPI:쇼핑,
SHOP,CAMERA_SHOP,카메라점,EXPOSED,47,1,상가정보:사진기/기타 광학기기 소매업,
SHOP,DAIRY_SHOP,우유대리점,NOT_EXPOSED,47,1,상가정보:우유 소매업,
SHOP,MUSIC_MEDIA_SHOP,음반점,EXPOSED,42,1,상가정보:음반/비디오물 소매업,
SHOP,ICE_SHOP,얼음점,NOT_EXPOSED,34,1,상가정보:얼음 소매업,
SHOP,SHOPPING_CENTER,쇼핑센터,EXPOSED,32,1,대규모점포:쇼핑센터,
SHOP,ICE_CREAM_STORE,아이스크림 할인점,NOT_EXPOSED,23,1,상가정보:아이스크림 할인점,
SHOP,DEPARTMENT_STORE,백화점,EXPOSED,256,2,대규모점포:백화점 | TourAPI:쇼핑,
SHOP,PERIODIC_MARKET,정기시장(N일장),EXPOSED,21,1,전통시장:5일장 | 전통시장:4일장 | 전통시장:3일장,
SHOP,DUTY_FREE,면세점,EXPOSED,0,0,,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
SHOP,OUTLET,아울렛,EXPOSED,463,1,TourAPI:쇼핑,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,PUBLIC_BATH_SAUNA,목욕탕·사우나,REVIEW,1456,1,상가정보:목욕탕/사우나,온천·찜질방(HOT_SPRING_SPA)과 분리 필요
TOURIST_SPOT,CHILDREN_PARK,어린이공원,REVIEW,1221,1,도시공원:어린이공원,
TOURIST_SPOT,NEIGHBORHOOD_PARK,근린공원,EXPOSED,488,1,도시공원:근린공원,
TOURIST_SPOT,POCKET_PARK,소공원,REVIEW,474,1,도시공원:소공원,
TOURIST_SPOT,PERFORMANCE_HALL,공연장,EXPOSED,290,2,공연장:공연장 | 울산문화시설:공연장,
TOURIST_SPOT,COSTUME_RENTAL,한복·의상 대여,REVIEW,262,1,상가정보:의류 대여업,"한복대여 65건만 관광, 웨딩 197건은 분리 필요"
TOURIST_SPOT,THEME_PARK,테마파크,EXPOSED,192,2,테마파크:허가테마파크업 | 테마파크:일반테마파크업 | 테마파크:종합테마파크업 | TourAPI:관광지,
TOURIST_SPOT,MUSEUM,박물관·기념관,EXPOSED,205,3,울산문화시설:박물관 | 인허가박물관미술관:박물관 | TourAPI:문화시설,
TOURIST_SPOT,NATURAL_MONUMENT,천연기념물,EXPOSED,88,1,국가유산공간정보:시도자연유산 | 국가유산공간정보:천연기념물,
TOURIST_SPOT,CULTURE_PARK,문화공원,EXPOSED,63,1,도시공원:문화공원,
TOURIST_SPOT,WATERSIDE_PARK,수변공원,EXPOSED,36,1,도시공원:수변공원,
TOURIST_SPOT,HISTORIC_PARK,역사공원,EXPOSED,33,1,도시공원:역사공원,
TOURIST_SPOT,SPORTS_PARK,체육공원,EXPOSED,31,1,도시공원:체육공원,
TOURIST_SPOT,PARK,공원,EXPOSED,265,2,도시공원:기타 | TourAPI:관광지,
TOURIST_SPOT,LIBRARY,도서관,EXPOSED,52,2,울산문화시설:도서관 | TourAPI:문화시설,
TOURIST_SPOT,ART_MUSEUM,미술관,EXPOSED,38,3,울산문화시설:미술관 | 인허가박물관미술관:미술관 | TourAPI:문화시설,
TOURIST_SPOT,SCENIC_SITE,명승,EXPOSED,18,1,국가유산공간정보:명승,
TOURIST_SPOT,CEMETERY_PARK,묘지공원,NOT_EXPOSED,7,1,도시공원:묘지공원,
TOURIST_SPOT,CULTURE_CENTER,문화예술회관,EXPOSED,31,2,울산문화시설:문예회관 | TourAPI:문화시설,
TOURIST_SPOT,STREET_PARK,가로공원,NOT_EXPOSED,3,1,도시공원:가로공원,
TOURIST_SPOT,URBAN_FARM_PARK,도시농업공원,EXPOSED,1,1,도시공원:도시농업공원,
TOURIST_SPOT,BEACH,해변·해수욕장,EXPOSED,56,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,MOUNTAIN,산·오름,EXPOSED,0,0,,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,VALLEY,계곡,EXPOSED,44,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,WATERFALL,폭포,EXPOSED,11,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,ISLAND,섬,EXPOSED,52,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,LAKE_RIVER,호수·강,EXPOSED,21,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,OBSERVATORY,전망대,EXPOSED,43,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,STREET_VILLAGE,거리·골목·마을,EXPOSED,186,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,HISTORIC_SITE,유적·고택·문화유산,EXPOSED,171,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,TEMPLE_RELIGIOUS,사찰·종교시설,EXPOSED,339,2,TourAPI:관광지 | 전통사찰:286건,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,FOREST_RECREATION,자연휴양림·수목원,EXPOSED,26,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,EXHIBITION_CENTER,전시·컨벤션시설,EXPOSED,24,1,TourAPI:문화시설,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,EXPERIENCE_CENTER,체험시설,EXPOSED,254,4,TourAPI:관광지 | 농어촌체험휴양마을:173건 | 유아숲체험원:55건 | 치유농업시설:7건,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,GENERAL_TOURIST_SPOT,기타 관광지,EXPOSED,1122,1,TourAPI:관광지 | TourAPI:문화시설,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,HOT_SPRING_SPA,온천·찜질방·스파,EXPOSED,14,1,TourAPI:관광지,이번 원천에 미관측 — 사업자등록 기반 원천의 구조적 한계
TOURIST_SPOT,TOURIST_INFO_CENTER,관광안내소,REVIEW,114,1,관광안내소:114건,"기존 64종에 대응 코드 없음 — 관광객 대상 안내 거점(방문지가 아닌 지원시설). 신규 enum 제안, 실제 스키마 반영은 GO-132에서 결정."
TOURIST_SPOT,UNRESOLVED_HARBOR,미확정(어항정보),REVIEW,25,1,어항정보:25건,"어항(항구) 인프라 데이터 — 여행/레저 적합성 불확실, 표본 25건으로 판단 보류."
TOURIST_SPOT,TRAVEL_COURSE_NOT_PLACE,미확정(여행코스),UNRESOLVED,142,1,TourAPI:여행코스:142건,TourAPI 여행코스 — 장소(Place)가 아닌 코스/루트 엔티티. GO-132에서 Place 밖 엔티티로 분리할지 결정 필요.
TOURIST_SPOT,EVENT_NOT_PLACE,미확정(축제·공연·행사),UNRESOLVED,134,1,TourAPI:축제공연행사:134건,TourAPI 축제공연행사 — 장소가 아닌 이벤트성 엔티티. GO-132 Event 분리 검토(대기 중인 안건)와 연계.
